Country,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Year,Bond_Amount_USD
"China, P.R.: Hong Kong",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.275858264
"China, P.R.: Macao",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.137929132
"China, P.R.: Mainland",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,64.71953397
"China, P.R.: Mainland",Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.05516372
"China, P.R.: Mainland",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,16.46598157
"China, P.R.: Mainland",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,4.633383193
Colombia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.008437563
Colombia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.069204169
Côte d'Ivoire,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.904198688
Côte d'Ivoire,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,4.163693805
Côte d'Ivoire,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.2
Côte d'Ivoire,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.95
"Croatia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.418318151
Cyprus,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.313738613
Czech Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.522897689
Czech Rep.,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.522897689
Czech Rep.,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.784346534
Denmark,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,9.270028964
Denmark,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.522897689
"Estonia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,4.601499669
Finland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,8.513847406
Finland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.337265636
Finland,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.062747722
France,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,36.0352889
France,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,27.01638531
France,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,10.37115278
France,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,6.009762028
France,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.10318235
Georgia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.6
Germany,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,58.83003027
Germany,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.908743887
Germany,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.751874588
Germany,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.307244224
Germany,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,6.083181512
Greece,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,3.032806598
Guatemala,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.8
Guatemala,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.8
Guernsey,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.66978969
Honduras,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.489955903
Honduras,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.4
Honduras,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.432983162
Hungary,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,2.62319633
Hungary,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.577400952
Hungary,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.5
Iceland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,1.595922068
Iceland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.052289768
Iceland,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.784346534
Iceland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.052289768
India,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,9.109669136
India,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.2
India,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.661391442
India,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.75
Indonesia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,6.175553343
Indonesia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.653420077
Indonesia,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.167109234
Indonesia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.186391056
Indonesia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.784346534
Indonesia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.804910337
Ireland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,11.40007034
Ireland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.522897689
Italy,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,18.8190086
Italy,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.28126666
Italy,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,9.412158417
Italy,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.094089309
Italy,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,7.516814259
Japan,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,36.30246976
Japan,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,18.74562974
Japan,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,20.08372965
Japan,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,8.052712211
Japan,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.307123501
Jersey,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.471464834
"Kazakhstan, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.397051745
"Korea, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,12.52622665
"Korea, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,31.34169741
"Korea, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.794979806
"Korea, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.10478769
Luxembourg,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,28.88388337
Luxembourg,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.468033229
Luxembourg,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.3
Malaysia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.366430482
Malaysia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.065285989
Malaysia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.3952473
Malaysia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.327547233
Mauritius,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.6
Mexico,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,1.743356388
Mexico,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.867191169
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.718873317
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,10.75391853
Mongolia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.04
Mongolia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.01
"Netherlands, The",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,29.24227101
"Netherlands, The",Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,14.47910048
"Netherlands, The",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.045795379
"Netherlands, The",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,6.875937291
New Zealand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,1.268120983
Norway,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,13.20231337
Panama,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.3
Paraguay,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.025349545
Philippines,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,2.790655644
Philippines,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.709298849
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.9
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,4.275549861
Philippines,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.962468896
"Poland, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,2.541881328
Portugal,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,2.300749832
Portugal,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.398970934
Qatar,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,5.0
Qatar,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.0
Réunion,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.010457953
Romania,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,8.604232002
Romania,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,8.604232002
Romania,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.732056765
Saudi Arabia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,1.5
"Serbia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.0
"Serbia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.0
Singapore,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,4.871456376
Singapore,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.374279511
Slovak Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.397486355
"Slovenia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.052289768
"Slovenia, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.334918614
"Slovenia, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.334918614
South Africa,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.323349826
South Africa,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.109511155
South Africa,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.01636938
Spain,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,12.64332435
Spain,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.830141913
Spain,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.733804925
Sudan,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.522897689
Sweden,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,23.02978772
Sweden,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.047044654
Sweden,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.042345856
Sweden,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.665959021
Switzerland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,3.380108802
Switzerland,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.231283422
Switzerland,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.133674947
Taiwan Province of China,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,3.119039457
Taiwan Province of China,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.457981418
Taiwan Province of China,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.221395587
Thailand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.172997215
Thailand,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.429642056
Thailand,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.759618252
Thailand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.431642798
Thailand,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.217511893
"Türkiye, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.05
"Türkiye, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.057
"Türkiye, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,7.088280241
"Türkiye, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.1
United Arab Emirates,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,5.0
United Arab Emirates,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.6
United Arab Emirates,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,3.045795378
United Kingdom,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,16.73598074
United Kingdom,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,6.906750707
United Kingdom,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,6.820403051
United Kingdom,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.847094257
United States,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,28.55330271
United States,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,4.148881565
United States,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,76.49532903
"Uzbekistan, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.908292532
"Uzbekistan, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.254954454
"Uzbekistan, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.404333334
Vietnam,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.078864353
World,Green Bond,Not Applicable,Not Applicable,Argentinian Peso,2024,0.160896524
World,Green Bond,Not Applicable,Not Applicable,Argentinian Peso,2024,0.004541058
World,Green Bond,Not Applicable,Not Applicable,Australian Dollar,2024,49.61925394
World,Green Bond,Not Applicable,Not Applicable,Australian Dollar,2024,1.400427361
World,Green Bond,Not Applicable,Not Applicable,Bangladeshi Taka,2024,0.246103363
World,Green Bond,Not Applicable,Not Applicable,Bangladeshi Taka,2024,0.00694589
World,Green Bond,Not Applicable,Not Applicable,Brazilian Real,2024,13.24262061
World,Green Bond,Not Applicable,Not Applicable,Brazilian Real,2024,0.373752662
World,Green Bond,Not Applicable,Not Applicable,British Pound,2024,135.1612119
World,Green Bond,Not Applicable,Not Applicable,British Pound,2024,3.814717963
World,Green Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,72.51430037
World,Green Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,2.046604941
World,Green Bond,Not Applicable,Not Applicable,Chilean Peso,2024,0.02653111
World,Green Bond,Not Applicable,Not Applicable,Chilean Peso,2024,0.0007488
World,Green Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.569774
World,Green Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.016080998
World,Green Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,478.5909328
World,Green Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,13.50749525
World,Green Bond,Not Applicable,Not Applicable,Colombian Peso,2024,4.16257267
World,Green Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.117482231
World,Green Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,2024,0.046389984
World,Green Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,2024,0.001309286
World,Green Bond,Not Applicable,Not Applicable,Costa Rican Colon,2024,0.0080522
World,Green Bond,Not Applicable,Not Applicable,Costa Rican Colon,2024,0.000227261
World,Green Bond,Not Applicable,Not Applicable,Czech Koruna,2024,0.098818823
World,Green Bond,Not Applicable,Not Applicable,Czech Koruna,2024,0.00278901
World,Green Bond,Not Applicable,Not Applicable,Danish Krone,2024,32.10298519
World,Green Bond,Not Applicable,Not Applicable,Danish Krone,2024,0.906057533
World,Green Bond,Not Applicable,Not Applicable,Dominican Peso,2024,0.013400124
World,Green Bond,Not Applicable,Not Applicable,Dominican Peso,2024,0.000378198
World,Green Bond,Not Applicable,Not Applicable,Euro,2024,1568.131507
World,Green Bond,Not Applicable,Not Applicable,Euro,2024,44.25810736
World,Green Bond,Not Applicable,Not Applicable,Fijian Dollar,2024,0.051528034
World,Green Bond,Not Applicable,Not Applicable,Fijian Dollar,2024,0.0014543
World,Green Bond,Not Applicable,Not Applicable,Georgian Lari,2024,0.007207207
World,Green Bond,Not Applicable,Not Applicable,Georgian Lari,2024,0.000203412
World,Green Bond,Not Applicable,Not Applicable,Hong Kong Dollar,2024,12.59270677
World,Green Bond,Not Applicable,Not Applicable,Hong Kong Dollar,2024,0.35540984
World,Green Bond,Not Applicable,Not Applicable,Hungarian Forint,2024,3.46975064
World,Green Bond,Not Applicable,Not Applicable,Hungarian Forint,2024,0.097928392
World,Green Bond,Not Applicable,Not Applicable,Icelandic Krona,2024,1.058021574
World,Green Bond,Not Applicable,Not Applicable,Icelandic Krona,2024,0.029861037
World,Green Bond,Not Applicable,Not Applicable,Indian Rupee,2024,10.15075424
World,Green Bond,Not Applicable,Not Applicable,Indian Rupee,2024,0.286489474
World,Green Bond,Not Applicable,Not Applicable,Indonesian Rupiah,2024,6.117580813
World,Green Bond,Not Applicable,Not Applicable,Indonesian Rupiah,2024,0.172659338
World,Green Bond,Not Applicable,Not Applicable,Japanese Yen,2024,80.46718067
World,Green Bond,Not Applicable,Not Applicable,Japanese Yen,2024,2.271062793
World,Green Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,2024,0.227214597
World,Green Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,2024,0.006412784
World,Green Bond,Not Applicable,Not Applicable,Kenyan Shilling,2024,0.00609775
World,Green Bond,Not Applicable,Not Applicable,Kenyan Shilling,2024,0.0001721
World,Green Bond,Not Applicable,Not Applicable,Macanese Pataca,2024,0.374746399
World,Green Bond,Not Applicable,Not Applicable,Macanese Pataca,2024,0.010576643
World,Green Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,2.906781681
World,Green Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,0.082039456
World,Green Bond,Not Applicable,Not Applicable,Mexican Peso,2024,5.454111154
World,Green Bond,Not Applicable,Not Applicable,Mexican Peso,2024,0.153933924
World,Green Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.432789278
World,Green Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.012214814
World,Green Bond,Not Applicable,Not Applicable,Moroccan Dirham,2024,0.117694313
World,Green Bond,Not Applicable,Not Applicable,Moroccan Dirham,2024,0.003321742
World,Green Bond,Not Applicable,Not Applicable,Namibian Dollar,2024,0.003583548
World,Green Bond,Not Applicable,Not Applicable,Namibian Dollar,2024,0.00010114
World,Green Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,11.63988585
World,Green Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,0.328517931
World,Green Bond,Not Applicable,Not Applicable,Nigerian Naira,2024,0.048016585
World,Green Bond,Not Applicable,Not Applicable,Nigerian Naira,2024,0.001355194
World,Green Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,35.59216957
World,Green Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,1.004534412
World,Green Bond,Not Applicable,Not Applicable,Peruvian Sol,2024,0.163665078
World,Green Bond,Not Applicable,Not Applicable,Peruvian Sol,2024,0.004619196
World,Green Bond,Not Applicable,Not Applicable,Philippine Peso,2024,1.090153621
World,Green Bond,Not Applicable,Not Applicable,Philippine Peso,2024,0.030767914
World,Green Bond,Not Applicable,Not Applicable,Polish Zloty,2024,3.049430844
World,Green Bond,Not Applicable,Not Applicable,Polish Zloty,2024,0.08606551
World,Green Bond,Not Applicable,Not Applicable,Romanian Leu,2024,0.736268876
World,Green Bond,Not Applicable,Not Applicable,Romanian Leu,2024,0.02078006
World,Green Bond,Not Applicable,Not Applicable,Russian Ruble,2024,3.933809217
World,Green Bond,Not Applicable,Not Applicable,Russian Ruble,2024,0.111025733
World,Green Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,17.31388205
World,Green Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,0.488657773
World,Green Bond,Not Applicable,Not Applicable,South African Rand,2024,3.195253613
World,Green Bond,Not Applicable,Not Applicable,South African Rand,2024,0.090181134
World,Green Bond,Not Applicable,Not Applicable,South Korean Won,2024,26.21591467
World,Green Bond,Not Applicable,Not Applicable,South Korean Won,2024,0.739903995
World,Green Bond,Not Applicable,Not Applicable,Sri Lankan Rupee,2024,0.004851945
World,Green Bond,Not Applicable,Not Applicable,Sri Lankan Rupee,2024,0.000136939
World,Green Bond,Not Applicable,Not Applicable,Swedish Krona,2024,112.8781691
World,Green Bond,Not Applicable,Not Applicable,Swedish Krona,2024,3.185813246
World,Green Bond,Not Applicable,Not Applicable,Swiss Franc,2024,40.1476163
World,Green Bond,Not Applicable,Not Applicable,Swiss Franc,2024,1.133104911
World,Green Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,12.20561772
World,Green Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,0.344484845
World,Green Bond,Not Applicable,Not Applicable,Thai Baht,2024,4.713642951
World,Green Bond,Not Applicable,Not Applicable,Thai Baht,2024,0.133035345
World,Green Bond,Not Applicable,Not Applicable,Turkish Lira,2024,0.246898452
World,Green Bond,Not Applicable,Not Applicable,Turkish Lira,2024,0.00696833
World,Green Bond,Not Applicable,Not Applicable,UAE Dirham,2024,0.35394375
World,Green Bond,Not Applicable,Not Applicable,UAE Dirham,2024,0.00998952
World,Green Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,2024,0.048875535
World,Green Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,2024,0.001379437
World,Green Bond,Not Applicable,Not Applicable,Uruguayan Peso,2024,0.009044526
World,Green Bond,Not Applicable,Not Applicable,Uruguayan Peso,2024,0.000255268
World,Green Bond,Not Applicable,Not Applicable,US Dollar,2024,790.3276815
World,Green Bond,Not Applicable,Not Applicable,US Dollar,2024,22.305787
World,Green Bond,Not Applicable,Not Applicable,Uzbekistani Sum,2024,0.785202357
World,Green Bond,Not Applicable,Not Applicable,Uzbekistani Sum,2024,0.022161133
World,Green Bond,Not Applicable,Not Applicable,Vietnamese Dong,2024,0.317756374
World,Green Bond,Not Applicable,Not Applicable,Vietnamese Dong,2024,0.008968186
World,Social Bond,Not Applicable,Not Applicable,Argentinian Peso,2024,0.084057378
World,Social Bond,Not Applicable,Not Applicable,Argentinian Peso,2024,0.009214501
World,Social Bond,Not Applicable,Not Applicable,Australian Dollar,2024,13.44662399
World,Social Bond,Not Applicable,Not Applicable,Australian Dollar,2024,1.47403988
World,Social Bond,Not Applicable,Not Applicable,Azerbaijani Manat,2024,0.020058996
World,Social Bond,Not Applicable,Not Applicable,Azerbaijani Manat,2024,0.002198898
World,Social Bond,Not Applicable,Not Applicable,Brazilian Real,2024,0.539493798
World,Social Bond,Not Applicable,Not Applicable,Brazilian Real,2024,0.059140151
World,Social Bond,Not Applicable,Not Applicable,British Pound,2024,14.39229996
World,Social Bond,Not Applicable,Not Applicable,British Pound,2024,1.577706353
World,Social Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,6.841174211
World,Social Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,0.74994018
World,Social Bond,Not Applicable,Not Applicable,Chilean Peso,2024,15.63028913
World,Social Bond,Not Applicable,Not Applicable,Chilean Peso,2024,1.713416657
World,Social Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.215181784
World,Social Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.023588563
World,Social Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,6.286410783
World,Social Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,0.689126148
World,Social Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.997621847
World,Social Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.109360862
World,Social Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,2024,0.030780752
World,Social Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,2024,0.003374234
World,Social Bond,Not Applicable,Not Applicable,Dominican Peso,2024,0.003223207
World,Social Bond,Not Applicable,Not Applicable,Dominican Peso,2024,0.000353333
World,Social Bond,Not Applicable,Not Applicable,Egyptian Pound,2024,0.003475163
World,Social Bond,Not Applicable,Not Applicable,Egyptian Pound,2024,0.000380953
World,Social Bond,Not Applicable,Not Applicable,Euro,2024,416.8120515
World,Social Bond,Not Applicable,Not Applicable,Euro,2024,45.69158674
World,Social Bond,Not Applicable,Not Applicable,Georgian Lari,2024,0.015206039
World,Social Bond,Not Applicable,Not Applicable,Georgian Lari,2024,0.00166691
World,Social Bond,Not Applicable,Not Applicable,Hong Kong Dollar,2024,5.622608899
World,Social Bond,Not Applicable,Not Applicable,Hong Kong Dollar,2024,0.616359151
World,Social Bond,Not Applicable,Not Applicable,Hungarian Forint,2024,0.041536863
World,Social Bond,Not Applicable,Not Applicable,Hungarian Forint,2024,0.004553336
World,Social Bond,Not Applicable,Not Applicable,Indian Rupee,2024,0.19917523
World,Social Bond,Not Applicable,Not Applicable,Indian Rupee,2024,0.021833899
World,Social Bond,Not Applicable,Not Applicable,Indonesian Rupiah,2024,0.728026055
World,Social Bond,Not Applicable,Not Applicable,Indonesian Rupiah,2024,0.079807351
World,Social Bond,Not Applicable,Not Applicable,Jamaican Dollar,2024,0.005101715
World,Social Bond,Not Applicable,Not Applicable,Jamaican Dollar,2024,0.000559258
World,Social Bond,Not Applicable,Not Applicable,Japanese Yen,2024,71.45533746
World,Social Bond,Not Applicable,Not Applicable,Japanese Yen,2024,7.833045466
World,Social Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,2024,0.075053395
World,Social Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,2024,0.00822747
World,Social Bond,Not Applicable,Not Applicable,Macanese Pataca,2024,0.125369841
World,Social Bond,Not Applicable,Not Applicable,Macanese Pataca,2024,0.013743237
World,Social Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,0.371900304
World,Social Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,0.040768291
World,Social Bond,Not Applicable,Not Applicable,Mexican Peso,2024,7.056214829
World,Social Bond,Not Applicable,Not Applicable,Mexican Peso,2024,0.773513268
World,Social Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.138777566
World,Social Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.015213013
World,Social Bond,Not Applicable,Not Applicable,Mongolian Tugrik,2024,0.014075143
World,Social Bond,Not Applicable,Not Applicable,Mongolian Tugrik,2024,0.001542939
World,Social Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,3.169798701
World,Social Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,0.347478274
World,Social Bond,Not Applicable,Not Applicable,Nigerian Naira,2024,0.001425691
World,Social Bond,Not Applicable,Not Applicable,Nigerian Naira,2024,0.000156286
World,Social Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,1.261506094
World,Social Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,0.138288264
World,Social Bond,Not Applicable,Not Applicable,Peruvian Sol,2024,0.152504265
World,Social Bond,Not Applicable,Not Applicable,Peruvian Sol,2024,0.016717755
